LHS	->	RHS
aggregate	->	"""max"""
aggregate	->	"""min"""
align	->	"""left"""
align	->	"""right"""
alignment	->	"""overlay"""
alignment	->	"""stack"""
arrange	->	"""behind"""
arrangement	->	"""horizontal"""
arrangement	->	"""parallel"""
arrangement	->	"""serial"""
arrangement	->	"""vertical"""
assembly	->	"""hg19"""
assembly	->	"""hg38"""
assembly	->	"""unknown"""
assembly	->	ARRAY
attributesToFields	->	ARRAY
axis	->	"""bottom"""
axis	->	"""left"""
axis	->	"""none"""
axis	->	"""right"""
axis	->	"""top"""
background	->	STRING
backgroundOpacity	->	NUMBER
barLength	->	"field ""+"" type"
baseBackground	->	"field ""+"" type"
baseGenomicField	->	STRING
baseLabelColor	->	"field ""+"" type"
baseline	->	STRING
binSize	->	NUMBER
boundingBox	->	"endField ""+"" isPaddingBP ""+"" padding ""+"" startField"
brush	->	"color ""+"" stroke"
categories	->	ARRAY
centerRadius	->	NUMBER
chrField	->	STRING
chromosome	->	STRING
chromosomeField	->	STRING
chromosomePrefix	->	STRING
click	->	"""True"""
color	->	STRING
color	->	"domain ""+"" field ""+"" legend ""+"" range ""+"" type"
color	->	"domain ""+"" field ""+"" legend ""+"" type"
color	->	"domain ""+"" field ""+"" range ""+"" type"
color	->	"domain ""+"" field ""+"" type"
color	->	"field ""+"" legend ""+"" range ""+"" type"
color	->	"field ""+"" legend ""+"" type"
color	->	"field ""+"" range ""+"" type"
color	->	"field ""+"" type"
color	->	value
column	->	STRING
customFields	->	ARRAY
dashed	->	ARRAY
data	->	"attributesToFields ""+"" indexUrl ""+"" type ""+"" url"
data	->	"binSize ""+"" categories ""+"" column ""+"" end ""+"" row ""+"" start ""+"" type ""+"" url ""+"" value"
data	->	"binSize ""+"" categories ""+"" column ""+"" row ""+"" type ""+"" url ""+"" value"
data	->	"categories ""+"" column ""+"" end ""+"" row ""+"" start ""+"" type ""+"" url ""+"" value"
data	->	"categories ""+"" column ""+"" row ""+"" type ""+"" url ""+"" value"
data	->	"chromosomeField ""+"" chromosomePrefix ""+"" genomicFields ""+"" headerNames ""+"" longToWideId ""+"" sampleLength ""+"" separator ""+"" type ""+"" url"
data	->	"chromosomeField ""+"" chromosomePrefix ""+"" genomicFields ""+"" headerNames ""+"" longToWideId ""+"" separator ""+"" type ""+"" url"
data	->	"chromosomeField ""+"" genomicFields ""+"" headerNames ""+"" type ""+"" url"
data	->	"chromosomeField ""+"" genomicFields ""+"" sampleLength ""+"" type ""+"" url"
data	->	"chromosomeField ""+"" genomicFields ""+"" separator ""+"" type ""+"" url"
data	->	"chromosomeField ""+"" genomicFields ""+"" type ""+"" url"
data	->	"chromosomeField ""+"" genomicFields ""+"" type ""+"" values"
data	->	"column ""+"" type ""+"" url ""+"" value"
data	->	"customFields ""+"" indexUrl ""+"" type ""+"" url"
data	->	"exonIntervalFields ""+"" genomicFields ""+"" type ""+"" url ""+"" valueFields"
data	->	"genomicFields ""+"" sampleLength ""+"" type ""+"" url"
data	->	"genomicFields ""+"" type ""+"" url"
data	->	"genomicFields ""+"" type ""+"" url ""+"" valueFields"
data	->	"genomicFieldsToConvert ""+"" headerNames ""+"" separator ""+"" type ""+"" url"
data	->	"genomicFieldsToConvert ""+"" separator ""+"" type ""+"" url"
data	->	"genomicFieldsToConvert ""+"" type ""+"" url"
data	->	"indexUrl ""+"" loadMates ""+"" maxInsertSize ""+"" type ""+"" url"
data	->	"indexUrl ""+"" loadMates ""+"" type ""+"" url"
data	->	"indexUrl ""+"" sampleLength ""+"" type ""+"" url"
data	->	"indexUrl ""+"" type ""+"" url"
data	->	"type ""+"" url"
dataTransform	->	"baseGenomicField ""+"" field ""+"" genomicField ""+"" genomicLengthField ""+"" type"
dataTransform	->	"boundingBox ""+"" method ""+"" newField ""+"" type"
dataTransform	->	"endField ""+"" startField ""+"" type"
dataTransform	->	"field ""+"" inRange ""+"" type"
dataTransform	->	"field ""+"" include ""+"" type"
dataTransform	->	"field ""+"" newField ""+"" replace ""+"" type"
dataTransform	->	"field ""+"" not ""+"" oneOf ""+"" type"
dataTransform	->	"field ""+"" oneOf ""+"" type"
dataTransform	->	"fields ""+"" newField ""+"" separator ""+"" type"
dataTransform	->	"firstBp ""+"" newField ""+"" secondBp ""+"" type"
description	->	STRING
domain[color]	->	ARRAY
domain[row]	->	ARRAY
domain[stroke]	->	ARRAY
domain[x1]	->	chromosome
domain[x]	->	chromosome
domain[x]	->	"chromosome ""+"" interval"
domain[y]	->	ARRAY
dy	->	NUMBER
enableSmoothPath	->	"""False"""
enableSmoothPath	->	"""True"""
encoding	->	"barLength ""+"" baseBackground ""+"" baseLabelColor ""+"" endPosition ""+"" position ""+"" startPosition"
encoding	->	"endPosition ""+"" geneHeight ""+"" geneLabel ""+"" geneLabelColor ""+"" geneLabelFontSize ""+"" geneLabelOpacity ""+"" geneLabelStroke ""+"" geneLabelStrokeThickness ""+"" opacity ""+"" startPosition ""+"" strandColor ""+"" strandRow ""+"" type"
encoding	->	"endPosition ""+"" name ""+"" stainBackgroundColor ""+"" stainLabelColor ""+"" stainStroke ""+"" startPosition"
end	->	STRING
endField	->	STRING
endPosition	->	field
endPosition	->	"field ""+"" type"
exonIntervalFields	->	ARRAY
experimental	->	stretchGraphics
field	->	STRING
fields	->	ARRAY
firstBp	->	"chrField ""+"" posField ""+"" strandField"
flip	->	"""True"""
flipY	->	"""True"""
geneHeight	->	value
geneLabel	->	field
geneLabelColor	->	"field ""+"" range"
geneLabelFontSize	->	value
geneLabelOpacity	->	value
geneLabelStroke	->	value
geneLabelStrokeThickness	->	value
genomicField	->	STRING
genomicFields	->	ARRAY
genomicFieldsToConvert	->	ARRAY
genomicLengthField	->	STRING
grid	->	"""True"""
groupMarksByField	->	STRING
headerNames	->	ARRAY
height	->	"""False"""
height	->	"""True"""
height	->	NUMBER
id	->	STRING
inRange	->	ARRAY
include	->	STRING
indexUrl	->	STRING
inlineLegend	->	"""True"""
interval	->	ARRAY
isPaddingBP	->	"""True"""
layout	->	"""circular"""
layout	->	"""linear"""
legend	->	"""False"""
legend	->	"""True"""
legendTitle	->	STRING
linePattern	->	"size ""+"" type"
linkMinHeight	->	NUMBER
linkStyle	->	"""elliptical"""
linkingId	->	STRING
loadMates	->	"""True"""
longToWideId	->	STRING
mark	->	"""area"""
mark	->	"""bar"""
mark	->	"""betweenLink"""
mark	->	"""brush"""
mark	->	"""line"""
mark	->	"""point"""
mark	->	"""rect"""
mark	->	"""rule"""
mark	->	"""text"""
mark	->	"""triangleLeft"""
mark	->	"""triangleRight"""
mark	->	"""withinLink"""
matrixExtent	->	"""lower-left"""
matrixExtent	->	"""upper-right"""
maxInsertSize	->	NUMBER
method	->	"""pile"""
mouseEvents	->	"click ""+"" groupMarksByField ""+"" mouseOver"
mouseEvents	->	"click ""+"" groupMarksByField ""+"" mouseOver ""+"" rangeSelect"
mouseEvents	->	"groupMarksByField ""+"" mouseOver ""+"" rangeSelect"
mouseEvents	->	"mouseOver ""+"" rangeSelect"
mouseOver	->	"""True"""
mouseOver	->	"arrange ""+"" color ""+"" stroke ""+"" strokeWidth"
