,UMAP_1,UMAP_2,file_name,class
0,3.537091,-6.726071,EX_SPEC_ALIGNMENT_CHART_sw_1_2_s_0_7_cc_2,EX_SPEC_ALIGNMENT_CHART
1,28.093092,84.28424,BRCA-EU-fc8130e0-a8b4-d80d-e040-11ac0c483272,BRCA-EU
2,-1.5472666,-0.91426575,breast_cancer_sw_1_0_s_0_5_cc_0,breast_cancer
3,-8.716128,18.416964,EX_SPEC_CIRCOS_sw_1_0_s_0_7_oc,EX_SPEC_CIRCOS
4,-4.7481036,11.588694,rule-mark_p_0_sw_1_2_s_0_7_oc,rule-mark
5,-27.100285,36.05743,combination-points_p_1_sw_0_7_s_1_2_cc_0,combination-points
6,4.7892466,-6.9217787,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_2_cc_2,EX_SPEC_ALIGNMENT_CHART
7,-6.9680805,-0.40719804,breast_cancer_sw_1_2_s_1_0_cc_0,breast_cancer
8,23.072193,32.126865,GFF_DEMO_sw_1_2_s_1_0_cc_0,GFF_DEMO
9,44.15254,-20.699108,circular-point-first_p_0_sw_1_2_s_0_7_oc,circular-point-first
10,-14.856454,-48.322056,circular-bar-first_p_0_sw_0_7_s_1_2_cc_0,circular-bar-first
11,21.811857,-7.7812653,EX_SPEC_CIRCOS_sw_1_2_s_1_0_cc_1,EX_SPEC_CIRCOS
12,35.350826,28.01099,combination-area-bar_p_0_sw_0_7_s_1_0_cc_0,combination-area-bar
13,23.15485,44.208687,EX_SPEC_LINKING_sw_1_0_s_1_0_oc,EX_SPEC_LINKING
14,11.239161,19.406664,EX_SPEC_GREMLIN_sw_0_7_s_1_2_cc_0,EX_SPEC_GREMLIN
15,-8.261392,-23.872896,example_sw_1_0_s_1_0_cc_0,example
16,-7.294205,57.608524,BRCA-EU-fc8130df-2211-cfcc-e040-11ac0d485dde,BRCA-EU
17,-38.316223,-19.365364,circular-comb-heat-bar_p_1_sw_1_0_s_1_0_oc,circular-comb-heat-bar
18,8.24639,8.688811,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_cc_0,multi_view_circular_ideograms
19,13.915554,-60.093094,basic-link_p_0_sw_1_0_s_0_7_oc,basic-link
20,-60.943382,-2.730642,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_0_7,EX_SPEC_MATRIX_HFFC6
21,-4.119903,25.027132,rule-mark_p_0_sw_1_2_s_1_2_cc_0,rule-mark
22,53.054745,-14.862516,stratified-point_p_0_sw_1_2_s_0_7_oc,stratified-point
23,20.081072,-16.89616,circulars_p_3_cc_0,circulars
24,4.5602245,27.532402,EX_SPEC_SARS_COV_2_sw_0_7_s_1_2_cc_0,EX_SPEC_SARS_COV_2
25,20.085463,-15.325736,circulars_p_2_cc_0,circulars
26,27.678396,85.801094,GBM-US-53dec97d-0464-4ffd-8e2e-95b2b9a03af0,GBM-US
27,60.1281,32.709625,EX_SPEC_TEMPLATE_sw_0_7_s_1_2_cc_2,EX_SPEC_TEMPLATE
28,2.7093382,15.242216,gene_annotation_single_2_s_1_0_cc_0,gene_annotation
