,UMAP_1,UMAP_2,file_name,class
0,25.247353,-15.552323,PBCA-DE-4d121008-0987-4142-a2b8-7dac58f3110a,PBCA-DE
1,20.352781,-50.94458,gene_annotation_p_0_sw_1_2_s_0_7,gene_annotation
2,15.566188,-3.7789478,PBCA-DE-90ab64be-2229-4a8e-b864-4260b6cb39e9,PBCA-DE
3,42.790466,7.865662,stacked-bar_p_0_sw_0_7_s_1_0_cc_0,stacked-bar
4,-25.539883,19.623138,circular-heat_p_0_sw_1_0_s_1_2_oc,circular-heat
5,52.286762,17.580088,EX_SPEC_CIRCULR_RANGE_sw_1_0_s_0_7_cc_2,EX_SPEC_CIRCULR_RANGE
6,24.167305,-27.611826,LIRI-JP-60f81dba-c623-11e3-bf01-24c6515278c0,LIRI-JP
7,3.0573053,14.863487,example_sw_0_7_s_1_0_oc,example
8,52.551918,19.219805,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_cc_2,EX_SPEC_CIRCULR_RANGE
9,5.0803676,27.462017,LINKING_TRACKS_sw_1_2_s_1_0_oc,LINKING_TRACKS
10,32.70939,36.547028,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_1_2_cc_0,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS
11,49.202232,20.973543,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_oc,EX_SPEC_CIRCULR_RANGE
12,16.211239,-52.074574,gene_annotation_p_4_sw_0_7_s_1_2,gene_annotation
13,25.390684,-15.609741,PBCA-DE-49fa7e44-c86f-4b1f-8849-e5fe5b9de734,PBCA-DE
14,-2.9938765,-31.33864,circular-bar-first_p_0_sw_0_7_s_1_0_oc,circular-bar-first
15,21.00374,-21.289316,BRCA-EU-f7c6a336-3126-7580-e040-11ac0c485971,BRCA-EU
16,-2.5951204,-9.817366,EX_SPEC_CYTOBANDS_sw_1_2_s_1_0_oc_circular,EX_SPEC_CYTOBANDS
17,2.3176389,26.388138,SEMANTIC_ZOOM_CYTO_sw_0_7_s_0_7_oc,SEMANTIC_ZOOM_CYTO
18,2.3461423,1.2411528,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_0_7_oc,multiple_view
19,33.078255,5.2854185,combination-bar-line_p_0_m_1_cc_0,combination-bar-line
20,-9.650411,21.567936,TEXT_sw_0_7_s_0_7_oc,TEXT
21,60.62051,-7.229451,comparative-matrix_p_0_sw_0_7_s_1_0,comparative-matrix
22,28.08036,48.89121,EX_SPEC_CYTOBANDS_sw_1_2_s_1_0_cc_2,EX_SPEC_CYTOBANDS
23,38.06997,-0.040677406,combination-bar-line_p_0_m_0_cc_0,combination-bar-line
24,28.370789,24.719057,LINE_sw_1_2_s_1_0_oc,LINE
25,46.630245,-24.387655,band_connection_p_0_sw_1_2_s_1_2_cc_0,band_connection
26,36.321156,-14.216434,EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_0_7_cc_2,EX_SPEC_MARK_DISPLACEMENT
27,-26.35826,-38.81714,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_0_7_oc,BED_DEMO
28,-8.762368,-46.560783,hi-c-matrix-alt_p_0_sw_1_0_s_0_7_cc_0,hi-c-matrix-alt
29,0.8141106,5.2309017,gene_annotation_combine_2_c_s_1_0_oc,gene_annotation_combine_2_c
30,-5.6484327,-48.796337,hi-c-matrix-alt_p_0_sw_1_2_s_1_2_cc_0,hi-c-matrix-alt
31,44.5824,-23.333792,band_connection_p_0_sw_1_0_s_0_7_cc_0,band_connection
32,-28.67714,0.8357965,EX_SPEC_PERF_ALIGNMENT_sw_0_7_s_0_7_cc_0,EX_SPEC_PERF_ALIGNMENT
33,-3.8255835,-43.603127,hi-c-matrix_p_0_sw_0_7_s_1_0_cc_1,hi-c-matrix
34,51.774445,-7.7285466,stratified-line_p_0_sw_1_2_s_1_2_cc_0,stratified-line
35,4.1407504,-26.89938,circular-comb-heat-bar_p_0_sw_1_2_s_1_2_cc_0,circular-comb-heat-bar
36,29.87064,-22.813553,LIRI-JP-2109e1d4-c623-11e3-bf01-24c6515278c0,LIRI-JP
37,-10.478143,-2.3622034,multi_layer_circular_m_0_s_1_0_oc_oc,multi_layer_circular
