query	GT_extended
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_0_7_s_0_7
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_2_s_1_2
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_2_s_1_0
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_2_s_0_7
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_0_7_s_1_0
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_0_7_s_1_2
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_0
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_0_7
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_0_7_s_0_7
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_2_s_1_2
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_2_s_1_0
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_2_s_0_7
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_0_7_s_1_0
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_0_7_s_1_2
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_0
EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2	EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_0_7
EX_SPEC_GIVE_sw_1_0_s_1_0_query1	EX_SPEC_GIVE_sw_0_7_s_1_2
EX_SPEC_GIVE_sw_1_0_s_1_0_query1	EX_SPEC_GIVE_sw_0_7_s_1_0
EX_SPEC_GIVE_sw_1_0_s_1_0_query1	EX_SPEC_GIVE_sw_1_2_s_0_7
EX_SPEC_GIVE_sw_1_0_s_1_0_query1	EX_SPEC_GIVE_sw_1_2_s_1_0
EX_SPEC_GIVE_sw_1_0_s_1_0_query1	EX_SPEC_GIVE_sw_1_2_s_1_2
EX_SPEC_GIVE_sw_1_0_s_1_0_query1	EX_SPEC_GIVE_sw_0_7_s_0_7
EX_SPEC_GIVE_sw_1_0_s_1_0_query1	EX_SPEC_GIVE_sw_1_0_s_0_7
EX_SPEC_GIVE_sw_1_0_s_1_0_query1	EX_SPEC_GIVE_sw_1_0_s_1_0
EX_SPEC_GIVE_sw_1_0_s_1_0_query1	EX_SPEC_GIVE_sw_1_0_s_1_2
EX_SPEC_GIVE_sw_1_0_s_1_0_query2	EX_SPEC_GIVE_sw_0_7_s_1_2
EX_SPEC_GIVE_sw_1_0_s_1_0_query2	EX_SPEC_GIVE_sw_0_7_s_1_0
EX_SPEC_GIVE_sw_1_0_s_1_0_query2	EX_SPEC_GIVE_sw_1_2_s_0_7
EX_SPEC_GIVE_sw_1_0_s_1_0_query2	EX_SPEC_GIVE_sw_1_2_s_1_0
EX_SPEC_GIVE_sw_1_0_s_1_0_query2	EX_SPEC_GIVE_sw_1_2_s_1_2
EX_SPEC_GIVE_sw_1_0_s_1_0_query2	EX_SPEC_GIVE_sw_0_7_s_0_7
EX_SPEC_GIVE_sw_1_0_s_1_0_query2	EX_SPEC_GIVE_sw_1_0_s_0_7
EX_SPEC_GIVE_sw_1_0_s_1_0_query2	EX_SPEC_GIVE_sw_1_0_s_1_0
EX_SPEC_GIVE_sw_1_0_s_1_0_query2	EX_SPEC_GIVE_sw_1_0_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query1	gene_annotation_p_4_sw_0_7_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query1	gene_annotation_p_4_sw_0_7_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query1	gene_annotation_p_4_sw_1_2_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query1	gene_annotation_p_4_sw_1_2_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query1	gene_annotation_p_4_sw_1_2_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query1	gene_annotation_p_4_sw_0_7_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query1	gene_annotation_p_4_sw_1_0_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query1	gene_annotation_p_4_sw_1_0_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query1	gene_annotation_p_4_sw_1_0_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query2	gene_annotation_p_4_sw_0_7_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query2	gene_annotation_p_4_sw_0_7_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query2	gene_annotation_p_4_sw_1_2_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query2	gene_annotation_p_4_sw_1_2_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query2	gene_annotation_p_4_sw_1_2_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query2	gene_annotation_p_4_sw_0_7_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query2	gene_annotation_p_4_sw_1_0_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query2	gene_annotation_p_4_sw_1_0_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query2	gene_annotation_p_4_sw_1_0_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query3	gene_annotation_p_4_sw_0_7_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query3	gene_annotation_p_4_sw_0_7_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query3	gene_annotation_p_4_sw_1_2_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query3	gene_annotation_p_4_sw_1_2_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query3	gene_annotation_p_4_sw_1_2_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query3	gene_annotation_p_4_sw_0_7_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query3	gene_annotation_p_4_sw_1_0_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query3	gene_annotation_p_4_sw_1_0_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query3	gene_annotation_p_4_sw_1_0_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query4	gene_annotation_p_4_sw_0_7_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query4	gene_annotation_p_4_sw_0_7_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query4	gene_annotation_p_4_sw_1_2_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query4	gene_annotation_p_4_sw_1_2_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query4	gene_annotation_p_4_sw_1_2_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query4	gene_annotation_p_4_sw_0_7_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query4	gene_annotation_p_4_sw_1_0_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query4	gene_annotation_p_4_sw_1_0_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query4	gene_annotation_p_4_sw_1_0_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query5	gene_annotation_p_4_sw_0_7_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query5	gene_annotation_p_4_sw_0_7_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query5	gene_annotation_p_4_sw_1_2_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query5	gene_annotation_p_4_sw_1_2_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query5	gene_annotation_p_4_sw_1_2_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query5	gene_annotation_p_4_sw_0_7_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query5	gene_annotation_p_4_sw_1_0_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query5	gene_annotation_p_4_sw_1_0_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query5	gene_annotation_p_4_sw_1_0_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query6	gene_annotation_p_4_sw_0_7_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query6	gene_annotation_p_4_sw_0_7_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query6	gene_annotation_p_4_sw_1_2_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query6	gene_annotation_p_4_sw_1_2_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query6	gene_annotation_p_4_sw_1_2_s_1_2
gene_annotation_p_4_sw_1_0_s_1_0_query6	gene_annotation_p_4_sw_0_7_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query6	gene_annotation_p_4_sw_1_0_s_0_7
gene_annotation_p_4_sw_1_0_s_1_0_query6	gene_annotation_p_4_sw_1_0_s_1_0
gene_annotation_p_4_sw_1_0_s_1_0_query6	gene_annotation_p_4_sw_1_0_s_1_2
responsive-ideogram_p_0_sw_1_0_s_1_0_query	responsive-ideogram_p_0_sw_1_0_s_0_7
responsive-ideogram_p_0_sw_1_0_s_1_0_query	responsive-ideogram_p_0_sw_1_0_s_1_2
responsive-ideogram_p_0_sw_1_0_s_1_0_query	responsive-ideogram_p_0_sw_1_0_s_1_0
responsive-ideogram_p_0_sw_1_0_s_1_0_query	responsive-ideogram_p_0_sw_0_7_s_1_0
responsive-ideogram_p_0_sw_1_0_s_1_0_query	responsive-ideogram_p_0_sw_0_7_s_1_2
responsive-ideogram_p_0_sw_1_0_s_1_0_query	responsive-ideogram_p_0_sw_1_2_s_0_7
responsive-ideogram_p_0_sw_1_0_s_1_0_query	responsive-ideogram_p_0_sw_1_2_s_1_2
responsive-ideogram_p_0_sw_1_0_s_1_0_query	responsive-ideogram_p_0_sw_1_2_s_1_0
responsive-ideogram_p_0_sw_1_0_s_1_0_query	responsive-ideogram_p_0_sw_0_7_s_0_7
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1	single-cell-epi-corces_p_1_sw_1_0_s_0_7
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1	single-cell-epi-corces_p_1_sw_1_0_s_1_2
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1	single-cell-epi-corces_p_1_sw_1_0_s_1_0
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1	single-cell-epi-corces_p_1_sw_1_2_s_0_7
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1	single-cell-epi-corces_p_1_sw_0_7_s_1_0
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1	single-cell-epi-corces_p_1_sw_0_7_s_1_2
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1	single-cell-epi-corces_p_1_sw_0_7_s_0_7
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1	single-cell-epi-corces_p_1_sw_1_2_s_1_2
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1	single-cell-epi-corces_p_1_sw_1_2_s_1_0
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2	single-cell-epi-corces_p_1_sw_1_0_s_0_7
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2	single-cell-epi-corces_p_1_sw_1_0_s_1_2
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2	single-cell-epi-corces_p_1_sw_1_0_s_1_0
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2	single-cell-epi-corces_p_1_sw_1_2_s_0_7
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2	single-cell-epi-corces_p_1_sw_0_7_s_1_0
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2	single-cell-epi-corces_p_1_sw_0_7_s_1_2
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2	single-cell-epi-corces_p_1_sw_0_7_s_0_7
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2	single-cell-epi-corces_p_1_sw_1_2_s_1_2
single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2	single-cell-epi-corces_p_1_sw_1_2_s_1_0
	
