query	gt_extended
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	comparative-matrix_p_0_sw_0_7_s_1_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	comparative-matrix_p_0_sw_0_7_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	comparative-matrix_p_0_sw_1_2_s_0_7
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	comparative-matrix_p_0_sw_1_2_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	comparative-matrix_p_0_sw_1_2_s_1_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	comparative-matrix_p_0_sw_0_7_s_0_7
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	comparative-matrix_p_0_sw_1_0_s_0_7
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	comparative-matrix_p_0_sw_1_0_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	comparative-matrix_p_0_sw_1_0_s_1_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	comparative-matrix_p_0_sw_0_7_s_1_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	comparative-matrix_p_0_sw_0_7_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	comparative-matrix_p_0_sw_1_2_s_0_7
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	comparative-matrix_p_0_sw_1_2_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	comparative-matrix_p_0_sw_1_2_s_1_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	comparative-matrix_p_0_sw_0_7_s_0_7
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	comparative-matrix_p_0_sw_1_0_s_0_7
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	comparative-matrix_p_0_sw_1_0_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	comparative-matrix_p_0_sw_1_0_s_1_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	comparative-matrix_p_0_sw_0_7_s_1_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	comparative-matrix_p_0_sw_0_7_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	comparative-matrix_p_0_sw_1_2_s_0_7
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	comparative-matrix_p_0_sw_1_2_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	comparative-matrix_p_0_sw_1_2_s_1_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	comparative-matrix_p_0_sw_0_7_s_0_7
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	comparative-matrix_p_0_sw_1_0_s_0_7
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	comparative-matrix_p_0_sw_1_0_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	comparative-matrix_p_0_sw_1_0_s_1_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	comparative-matrix_p_0_sw_0_7_s_1_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	comparative-matrix_p_0_sw_0_7_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	comparative-matrix_p_0_sw_1_2_s_0_7
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	comparative-matrix_p_0_sw_1_2_s_1_2
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	comparative-matrix_p_0_sw_1_2_s_1_0
