query	gt_extended
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix-alt_p_0_sw_1_2_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix_p_0_sw_0_7_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix_p_0_sw_1_0_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix-alt_p_0_sw_0_7_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix_p_0_sw_1_2_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix-alt_p_0_sw_1_0_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix_p_0_sw_0_7_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix-alt_p_0_sw_1_2_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix_p_0_sw_1_0_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix_p_0_sw_0_7_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix-alt_p_0_sw_1_2_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix-alt_p_0_sw_1_0_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix_p_0_sw_1_2_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix-alt_p_0_sw_0_7_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix-alt_p_0_sw_1_0_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix-alt_p_0_sw_0_7_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix_p_0_sw_1_2_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query1	hi-c-matrix_p_0_sw_1_0_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix-alt_p_0_sw_1_2_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix_p_0_sw_0_7_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix_p_0_sw_1_0_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix-alt_p_0_sw_0_7_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix_p_0_sw_1_2_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix-alt_p_0_sw_1_0_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix_p_0_sw_0_7_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix-alt_p_0_sw_1_2_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix_p_0_sw_1_0_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix_p_0_sw_0_7_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix-alt_p_0_sw_1_2_s_0_7_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix-alt_p_0_sw_1_0_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix_p_0_sw_1_2_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix-alt_p_0_sw_0_7_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix-alt_p_0_sw_1_0_s_1_0_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix-alt_p_0_sw_0_7_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix_p_0_sw_1_2_s_1_2_oc
EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2	hi-c-matrix_p_0_sw_1_0_s_0_7_oc
